date,BTC/USDT
2025-03-09 00:00:00+00:00,80734.37
2025-03-10 00:00:00+00:00,78595.86
2025-03-11 00:00:00+00:00,82932.99
2025-03-12 00:00:00+00:00,83680.12
2025-03-13 00:00:00+00:00,81115.78
2025-03-14 00:00:00+00:00,83983.2
2025-03-15 00:00:00+00:00,84338.44
2025-03-16 00:00:00+00:00,82574.53
2025-03-17 00:00:00+00:00,84010.03
2025-03-18 00:00:00+00:00,82715.03
2025-03-19 00:00:00+00:00,86845.94
2025-03-20 00:00:00+00:00,84223.39
2025-03-21 00:00:00+00:00,84088.79
2025-03-22 00:00:00+00:00,83840.59
2025-03-23 00:00:00+00:00,86082.5
2025-03-24 00:00:00+00:00,87498.16
2025-03-25 00:00:00+00:00,87392.87
2025-03-26 00:00:00+00:00,86909.17
2025-03-27 00:00:00+00:00,87232.01
2025-03-28 00:00:00+00:00,84424.38
2025-03-29 00:00:00+00:00,82648.54
2025-03-30 00:00:00+00:00,82389.99
2025-03-31 00:00:00+00:00,82550.01
2025-04-01 00:00:00+00:00,85158.34
2025-04-02 00:00:00+00:00,82516.29
2025-04-03 00:00:00+00:00,83213.09
2025-04-04 00:00:00+00:00,83889.87
2025-04-05 00:00:00+00:00,83537.99
2025-04-06 00:00:00+00:00,78430.0
2025-04-07 00:00:00+00:00,79163.24
2025-04-08 00:00:00+00:00,76322.42
2025-04-09 00:00:00+00:00,82615.22
2025-04-10 00:00:00+00:00,79607.3
2025-04-11 00:00:00+00:00,83423.84
2025-04-12 00:00:00+00:00,85276.9
2025-04-13 00:00:00+00:00,83760.0
2025-04-14 00:00:00+00:00,84591.58
2025-04-15 00:00:00+00:00,83643.99
2025-04-16 00:00:00+00:00,84030.38
2025-04-17 00:00:00+00:00,84947.91
2025-04-18 00:00:00+00:00,84474.69
2025-04-19 00:00:00+00:00,85077.01
2025-04-20 00:00:00+00:00,85179.24
2025-04-21 00:00:00+00:00,87516.23
2025-04-22 00:00:00+00:00,93442.99
2025-04-23 00:00:00+00:00,93691.08
2025-04-24 00:00:00+00:00,93980.47
2025-04-25 00:00:00+00:00,94638.68
2025-04-26 00:00:00+00:00,94628.0
2025-04-27 00:00:00+00:00,93749.3
2025-04-28 00:00:00+00:00,95011.18
2025-04-29 00:00:00+00:00,94256.82
2025-04-30 00:00:00+00:00,94172.0
2025-05-01 00:00:00+00:00,96489.91
2025-05-02 00:00:00+00:00,96887.14
2025-05-03 00:00:00+00:00,95856.42
2025-05-04 00:00:00+00:00,94277.62
2025-05-05 00:00:00+00:00,94733.68
2025-05-06 00:00:00+00:00,96834.02
2025-05-07 00:00:00+00:00,97030.5
2025-05-08 00:00:00+00:00,103261.6
2025-05-09 00:00:00+00:00,102971.99
2025-05-10 00:00:00+00:00,104809.53
2025-05-11 00:00:00+00:00,104118.0
2025-05-12 00:00:00+00:00,102791.32
2025-05-13 00:00:00+00:00,104103.72
2025-05-14 00:00:00+00:00,103507.82
2025-05-15 00:00:00+00:00,103763.71
2025-05-16 00:00:00+00:00,103463.9
2025-05-17 00:00:00+00:00,103126.65
2025-05-18 00:00:00+00:00,106454.26
2025-05-19 00:00:00+00:00,105573.74
2025-05-20 00:00:00+00:00,106849.99
2025-05-21 00:00:00+00:00,109643.99
2025-05-22 00:00:00+00:00,111696.21
2025-05-23 00:00:00+00:00,107318.3
2025-05-24 00:00:00+00:00,107761.91
2025-05-25 00:00:00+00:00,109004.19
2025-05-26 00:00:00+00:00,109434.79
2025-05-27 00:00:00+00:00,108938.17
2025-05-28 00:00:00+00:00,107781.78
2025-05-29 00:00:00+00:00,105589.75
2025-05-30 00:00:00+00:00,103985.48
2025-05-31 00:00:00+00:00,104591.88
2025-06-01 00:00:00+00:00,105642.93
2025-06-02 00:00:00+00:00,105857.99
2025-06-03 00:00:00+00:00,105376.89
2025-06-04 00:00:00+00:00,104696.86
2025-06-05 00:00:00+00:00,101508.68
2025-06-06 00:00:00+00:00,104288.44
2025-06-07 00:00:00+00:00,105552.15
2025-06-08 00:00:00+00:00,105734.0
2025-06-09 00:00:00+00:00,110263.02
2025-06-10 00:00:00+00:00,110274.39
2025-06-11 00:00:00+00:00,108645.12
2025-06-12 00:00:00+00:00,105671.73
2025-06-13 00:00:00+00:00,106066.59
2025-06-14 00:00:00+00:00,105414.64
2025-06-15 00:00:00+00:00,105594.01
2025-06-16 00:00:00+00:00,106794.53
2025-06-17 00:00:00+00:00,104551.17
2025-06-18 00:00:00+00:00,104886.78
2025-06-19 00:00:00+00:00,104658.59
2025-06-20 00:00:00+00:00,103297.99
2025-06-21 00:00:00+00:00,102120.01
2025-06-22 00:00:00+00:00,100963.87
2025-06-23 00:00:00+00:00,105333.93
2025-06-24 00:00:00+00:00,106083.0
2025-06-25 00:00:00+00:00,107340.58
2025-06-26 00:00:00+00:00,106947.06
2025-06-27 00:00:00+00:00,107047.59
2025-06-28 00:00:00+00:00,107296.79
2025-06-29 00:00:00+00:00,108356.93
2025-06-30 00:00:00+00:00,107146.5
2025-07-01 00:00:00+00:00,105681.14
2025-07-02 00:00:00+00:00,108849.6
2025-07-03 00:00:00+00:00,109584.78
2025-07-04 00:00:00+00:00,107984.24
2025-07-05 00:00:00+00:00,108198.12
2025-07-06 00:00:00+00:00,109203.84
2025-07-07 00:00:00+00:00,108262.94
2025-07-08 00:00:00+00:00,108922.98
2025-07-09 00:00:00+00:00,111233.99
2025-07-10 00:00:00+00:00,116010.0
2025-07-11 00:00:00+00:00,117527.66
2025-07-12 00:00:00+00:00,117420.0
2025-07-13 00:00:00+00:00,119086.64
2025-07-14 00:00:00+00:00,119841.18
2025-07-15 00:00:00+00:00,117758.09
2025-07-16 00:00:00+00:00,118630.43
2025-07-17 00:00:00+00:00,119177.56
2025-07-18 00:00:00+00:00,117924.84
2025-07-19 00:00:00+00:00,117840.0
2025-07-20 00:00:00+00:00,117265.12
2025-07-21 00:00:00+00:00,117380.36
2025-07-22 00:00:00+00:00,119954.42
2025-07-23 00:00:00+00:00,118755.99
2025-07-24 00:00:00+00:00,118340.99
2025-07-25 00:00:00+00:00,117614.31
2025-07-26 00:00:00+00:00,117919.99
2025-07-27 00:00:00+00:00,119415.55
2025-07-28 00:00:00+00:00,118062.32
2025-07-29 00:00:00+00:00,117950.76
2025-07-30 00:00:00+00:00,117840.3
2025-07-31 00:00:00+00:00,115764.08
2025-08-01 00:00:00+00:00,113297.93
2025-08-02 00:00:00+00:00,112546.35
2025-08-03 00:00:00+00:00,114208.8
2025-08-04 00:00:00+00:00,115055.03
2025-08-05 00:00:00+00:00,114129.75
2025-08-06 00:00:00+00:00,114992.27
2025-08-07 00:00:00+00:00,117472.01
2025-08-08 00:00:00+00:00,116674.74
2025-08-09 00:00:00+00:00,116462.25
2025-08-10 00:00:00+00:00,119294.01
2025-08-11 00:00:00+00:00,118686.0
2025-08-12 00:00:00+00:00,120134.08
2025-08-13 00:00:00+00:00,123306.43
2025-08-14 00:00:00+00:00,118295.09
2025-08-15 00:00:00+00:00,117342.05
2025-08-16 00:00:00+00:00,117380.66
2025-08-17 00:00:00+00:00,117405.01
2025-08-18 00:00:00+00:00,116227.05
2025-08-19 00:00:00+00:00,112872.94
2025-08-20 00:00:00+00:00,114271.24
2025-08-21 00:00:00+00:00,112500.0
2025-08-22 00:00:00+00:00,116935.99
2025-08-23 00:00:00+00:00,115438.05
2025-08-24 00:00:00+00:00,113493.59
2025-08-25 00:00:00+00:00,110111.98
2025-08-26 00:00:00+00:00,111763.22
2025-08-27 00:00:00+00:00,111262.01
2025-08-28 00:00:00+00:00,112566.9
2025-08-29 00:00:00+00:00,108377.4
2025-08-30 00:00:00+00:00,108816.33
2025-08-31 00:00:00+00:00,108246.35
2025-09-01 00:00:00+00:00,109237.42
2025-09-02 00:00:00+00:00,111240.01
2025-09-03 00:00:00+00:00,111705.71
2025-09-04 00:00:00+00:00,110730.87
2025-09-05 00:00:00+00:00,110659.99
2025-09-06 00:00:00+00:00,110187.97
2025-09-07 00:00:00+00:00,111137.34
2025-09-08 00:00:00+00:00,112065.23
2025-09-09 00:00:00+00:00,111546.39
2025-09-10 00:00:00+00:00,113960.0
2025-09-11 00:00:00+00:00,115482.69
2025-09-12 00:00:00+00:00,116029.42
2025-09-13 00:00:00+00:00,115918.29
2025-09-14 00:00:00+00:00,115268.01
2025-09-15 00:00:00+00:00,115349.71
2025-09-16 00:00:00+00:00,116788.96
2025-09-17 00:00:00+00:00,116447.59
2025-09-18 00:00:00+00:00,117073.53
2025-09-19 00:00:00+00:00,115632.38
2025-09-20 00:00:00+00:00,115685.63
2025-09-21 00:00:00+00:00,115232.29
2025-09-22 00:00:00+00:00,112650.99
2025-09-23 00:00:00+00:00,111998.8
2025-09-24 00:00:00+00:00,113307.0
2025-09-25 00:00:00+00:00,108994.49
2025-09-26 00:00:00+00:00,109643.46
2025-09-27 00:00:00+00:00,109635.85
2025-09-28 00:00:00+00:00,112163.95
2025-09-29 00:00:00+00:00,114311.96
2025-09-30 00:00:00+00:00,114048.93
2025-10-01 00:00:00+00:00,118594.99
2025-10-02 00:00:00+00:00,120529.35
2025-10-03 00:00:00+00:00,122232.0
2025-10-04 00:00:00+00:00,122391.0
2025-10-05 00:00:00+00:00,123482.31
2025-10-06 00:00:00+00:00,124658.54
2025-10-07 00:00:00+00:00,121332.95
2025-10-08 00:00:00+00:00,123306.0
2025-10-09 00:00:00+00:00,121662.4
2025-10-10 00:00:00+00:00,112774.5
2025-10-11 00:00:00+00:00,110644.4
2025-10-12 00:00:00+00:00,114958.8
2025-10-13 00:00:00+00:00,115166.0
2025-10-14 00:00:00+00:00,113028.14
2025-10-15 00:00:00+00:00,110763.28
2025-10-16 00:00:00+00:00,108194.28
2025-10-17 00:00:00+00:00,106431.68
2025-10-18 00:00:00+00:00,107185.01
2025-10-19 00:00:00+00:00,108642.78
2025-10-20 00:00:00+00:00,110532.09
2025-10-21 00:00:00+00:00,108297.67
2025-10-22 00:00:00+00:00,107567.44
2025-10-23 00:00:00+00:00,110078.18
2025-10-24 00:00:00+00:00,111004.89
2025-10-25 00:00:00+00:00,111646.27
2025-10-26 00:00:00+00:00,114559.4
2025-10-27 00:00:00+00:00,114107.65
2025-10-28 00:00:00+00:00,112898.45
2025-10-29 00:00:00+00:00,110021.29
2025-10-30 00:00:00+00:00,108322.88
2025-10-31 00:00:00+00:00,109608.01
2025-11-01 00:00:00+00:00,110098.1
2025-11-02 00:00:00+00:00,110540.68
2025-11-03 00:00:00+00:00,106583.04
2025-11-04 00:00:00+00:00,101497.22
2025-11-05 00:00:00+00:00,103885.16
2025-11-06 00:00:00+00:00,101346.04
2025-11-07 00:00:00+00:00,103339.08
2025-11-08 00:00:00+00:00,102312.94
2025-11-09 00:00:00+00:00,104722.96
2025-11-10 00:00:00+00:00,106011.13
2025-11-11 00:00:00+00:00,103058.99
2025-11-12 00:00:00+00:00,101654.37
2025-11-13 00:00:00+00:00,99692.02
2025-11-14 00:00:00+00:00,94594.0
2025-11-15 00:00:00+00:00,95596.24
2025-11-16 00:00:00+00:00,94261.44
2025-11-17 00:00:00+00:00,92215.14
2025-11-18 00:00:00+00:00,92960.83
2025-11-19 00:00:00+00:00,91554.96
2025-11-20 00:00:00+00:00,86637.23
2025-11-21 00:00:00+00:00,85129.43
2025-11-22 00:00:00+00:00,84739.74
2025-11-23 00:00:00+00:00,86830.0
2025-11-24 00:00:00+00:00,88300.01
2025-11-25 00:00:00+00:00,87369.96
2025-11-26 00:00:00+00:00,90484.02
2025-11-27 00:00:00+00:00,91333.95
2025-11-28 00:00:00+00:00,90890.7
2025-11-29 00:00:00+00:00,90802.44
2025-11-30 00:00:00+00:00,90360.0
2025-12-01 00:00:00+00:00,86286.01
2025-12-02 00:00:00+00:00,91277.88
2025-12-03 00:00:00+00:00,93429.95
2025-12-04 00:00:00+00:00,92078.06
2025-12-05 00:00:00+00:00,89330.04
2025-12-06 00:00:00+00:00,89236.79
2025-12-07 00:00:00+00:00,90395.31
2025-12-08 00:00:00+00:00,90634.34
2025-12-09 00:00:00+00:00,92678.8
2025-12-10 00:00:00+00:00,92015.37
2025-12-11 00:00:00+00:00,92513.38
2025-12-12 00:00:00+00:00,90268.42
2025-12-13 00:00:00+00:00,90240.01
2025-12-14 00:00:00+00:00,88172.17
2025-12-15 00:00:00+00:00,86432.08
2025-12-16 00:00:00+00:00,87863.42
2025-12-17 00:00:00+00:00,86243.22
2025-12-18 00:00:00+00:00,85516.41
2025-12-19 00:00:00+00:00,88136.94
2025-12-20 00:00:00+00:00,88360.9
2025-12-21 00:00:00+00:00,88658.86
2025-12-22 00:00:00+00:00,88620.79
2025-12-23 00:00:00+00:00,87486.0
2025-12-24 00:00:00+00:00,87669.45
2025-12-25 00:00:00+00:00,87225.27
2025-12-26 00:00:00+00:00,87369.56
2025-12-27 00:00:00+00:00,87877.01
2025-12-28 00:00:00+00:00,87952.71
2025-12-29 00:00:00+00:00,87237.13
2025-12-30 00:00:00+00:00,88485.49
2025-12-31 00:00:00+00:00,87648.22
2026-01-01 00:00:00+00:00,88839.04
2026-01-02 00:00:00+00:00,89995.13
2026-01-03 00:00:00+00:00,90628.01
2026-01-04 00:00:00+00:00,91529.73
2026-01-05 00:00:00+00:00,93859.71
2026-01-06 00:00:00+00:00,93747.97
2026-01-07 00:00:00+00:00,91364.16
2026-01-08 00:00:00+00:00,91099.99
2026-01-09 00:00:00+00:00,90641.28
2026-01-10 00:00:00+00:00,90504.7
2026-01-11 00:00:00+00:00,91013.65
2026-01-12 00:00:00+00:00,91296.2
2026-01-13 00:00:00+00:00,95414.0
2026-01-14 00:00:00+00:00,96951.78
2026-01-15 00:00:00+00:00,95604.8
2026-01-16 00:00:00+00:00,95550.94
2026-01-17 00:00:00+00:00,95147.77
2026-01-18 00:00:00+00:00,93673.14
2026-01-19 00:00:00+00:00,92631.0
2026-01-20 00:00:00+00:00,92673.16
